zip_code,City,CountyName,investment_score,vacancy_rate,price_cut_rate,renter_occupied_units,eviction_count,non_payment_count,ellis_count,owner_exit_count,eviction_rate_per_1k,d_eviction_rate,d_vacancy,d_price_cuts,d_ellis,distress_score,mkt_score
94938,Bolinas,Marin County,55.68430656934307,0.3201754385964912,,78.0,,,,,0.0,45.07299270072993,93.06569343065694,13.138686131386862,46.53284671532847,49.30656934306569,55.68430656934307
95112,San Jose,Santa Clara County,53.61313868613139,0.0742908387218577,0.1428571428571428,15139.0,,,,,0.0,45.07299270072993,59.48905109489051,46.53284671532847,46.53284671532847,49.26094890510949,53.61313868613139
94086,Sunnyvale,Santa Clara County,68.48540145985402,0.049458196639825,0.2,14043.0,,,,,0.0,45.07299270072993,35.76642335766424,69.8905109489051,46.53284671532847,49.169708029197075,68.48540145985402
94015,Daly City,San Mateo County,48.32116788321168,0.0765774565344794,0.1296296296296296,8101.0,,,,,0.0,45.07299270072993,60.94890510948905,44.70802919708029,46.53284671532847,49.169708029197075,48.32116788321168
95452,Kenwood,Sonoma County,28.567518248175183,0.269449715370019,,151.0,,,,,0.0,45.07299270072993,92.33576642335767,13.138686131386862,46.53284671532847,49.12408759124087,28.567518248175183
94526,Danville,Contra Costa County,39.96350364963504,0.0370461639559717,0.2291666666666666,1832.0,,,,,0.0,45.07299270072993,22.26277372262774,83.21167883211679,46.53284671532847,49.12408759124087,39.96350364963504
95441,Geyserville,Sonoma County,44.1058394160584,0.2649572649572649,,260.0,,,,,0.0,45.07299270072993,91.97080291970804,13.138686131386862,46.53284671532847,49.03284671532846,44.1058394160584
94010,Hillsborough,San Mateo County,70.16423357664236,0.0863098942128189,0.1147540983606557,6121.0,,,,,0.0,45.07299270072993,65.32846715328468,39.78102189781022,46.53284671532847,49.03284671532846,70.16423357664236
95020,Gilroy,Santa Clara County,48.64963503649635,0.0444287373150906,0.2066115702479339,6975.0,,,,,0.0,45.07299270072993,29.927007299270077,74.45255474452554,46.53284671532847,48.850364963503644,48.64963503649635
94591,Vallejo,Solano County,40.54744525547445,0.0344949853105055,0.2391304347826087,6317.0,,,,,0.0,45.07299270072993,18.248175182481752,86.13138686131386,46.53284671532847,48.85036496350364,40.54744525547445
95407,Santa Rosa,Sonoma County,54.872262773722625,0.0153162812069229,0.4090909090909091,6234.0,,,,,0.0,45.07299270072993,4.014598540145985,100.0,46.53284671532847,48.75912408759123,54.872262773722625
94513,Brentwood,Contra Costa County,38.64963503649635,0.0313646368305209,0.25,4029.0,,,,,0.0,45.07299270072993,14.963503649635038,88.6861313868613,46.53284671532847,48.66788321167883,38.64963503649635
94928,Rohnert Park,Sonoma County,53.594890510948915,0.0367037233103935,0.2266666666666666,8448.0,,,,,0.0,45.07299270072993,21.16788321167883,82.11678832116789,46.53284671532847,48.57664233576642,53.594890510948915
94599,Yountville,Napa County,33.89598540145985,0.2220770738079686,,503.0,,,,,0.0,45.07299270072993,90.14598540145985,13.138686131386862,46.53284671532847,48.57664233576642,33.89598540145985
95405,Santa Rosa,Sonoma County,54.68978102189781,0.0267122555828614,0.2666666666666666,3840.0,,,,,0.0,45.07299270072993,10.583941605839415,92.33576642335767,46.53284671532847,48.48540145985401,54.68978102189781
94949,Novato,Marin County,49.67153284671534,0.0370420808933678,0.2244897959183673,2697.0,,,,,0.0,45.07299270072993,21.897810218978105,81.02189781021897,46.53284671532847,48.48540145985401,49.67153284671534
94503,American Canyon,Napa County,35.03649635036496,0.0343696027633851,0.2307692307692307,1223.0,,,,,0.0,45.07299270072993,17.88321167883212,84.12408759124088,46.53284671532847,48.25729927007299,35.03649635036496
95054,Santa Clara,Santa Clara County,61.113138686131386,0.0753226524254561,0.1212121212121212,5568.0,,,,,0.0,45.07299270072993,60.21897810218978,41.605839416058394,46.53284671532847,48.21167883211678,61.113138686131386
94602,Oakland,Alameda County,61.91605839416058,0.060608566231189,0.16,4800.0,,,,,0.0,45.07299270072993,47.44525547445255,54.1970802919708,46.53284671532847,48.16605839416058,61.91605839416058
94404,Foster City,San Mateo County,60.930656934306555,0.0506575742815392,0.1846153846153846,6856.0,,,,,0.0,45.07299270072993,36.86131386861314,64.59854014598541,46.53284671532847,48.12043795620438,60.930656934306555
94556,Moraga,Contra Costa County,42.773722627737214,0.0206531332744925,0.2807017543859649,898.0,,,,,0.0,45.07299270072993,6.569343065693431,94.52554744525547,46.53284671532847,48.029197080291965,42.773722627737214
94061,Redwood City,San Mateo County,61.87956204379562,0.0749848208864602,0.119047619047619,6238.0,,,,,0.0,45.07299270072993,59.854014598540154,40.693430656934304,46.53284671532847,47.89233576642336,61.87956204379562
94020,La Honda,San Mateo County,46.99817518248175,0.1943127962085308,,234.0,,,,,0.0,45.07299270072993,87.22627737226277,13.138686131386862,46.53284671532847,47.84671532846715,46.99817518248175
94588,Pleasanton,Alameda County,46.72445255474452,0.0251383013342011,0.2571428571428571,4330.0,,,,,0.0,45.07299270072993,9.124087591240876,91.05839416058394,46.53284671532847,47.801094890510946,46.72445255474452
94027,Atherton,San Mateo County,41.697080291970806,0.1847627737226277,,309.0,,,,,0.0,45.07299270072993,86.86131386861314,13.138686131386862,46.53284671532847,47.755474452554736,41.697080291970806
94531,Antioch,Contra Costa County,33.1021897810219,0.0253154991309604,0.2553191489361702,3689.0,,,,,0.0,45.07299270072993,9.48905109489051,90.51094890510949,46.53284671532847,47.755474452554736,33.1021897810219
94960,San Anselmo,Marin County,54.28832116788321,0.0662089259440902,0.1388888888888889,1902.0,,,,,0.0,45.07299270072993,54.01459854014598,45.62043795620438,46.53284671532847,47.66423357664233,54.28832116788321
95113,San Jose,Santa Clara County,47.70985401459854,0.1765637371338083,,1068.0,,,,,0.0,45.07299270072993,86.13138686131386,13.138686131386862,46.53284671532847,47.57299270072992,47.70985401459854
94555,Fremont,Alameda County,48.33941605839416,0.0249764776323667,0.2549019607843137,3682.0,,,,,0.0,45.07299270072993,8.75912408759124,90.14598540145985,46.53284671532847,47.481751824817515,48.33941605839416
94704,Berkeley,Alameda County,50.428832116788314,0.1692005885237861,,7205.0,,,,,0.0,45.07299270072993,85.76642335766424,13.138686131386862,46.53284671532847,47.481751824817515,50.428832116788314
95444,Graton,Sonoma County,26.66970802919708,0.1674418604651162,,12.0,,,,,0.0,45.07299270072993,85.40145985401459,13.138686131386862,46.53284671532847,47.3905109489051,26.66970802919708
95111,San Jose,Santa Clara County,49.28832116788322,0.0306623318671511,0.2352941176470588,6501.0,,,,,0.0,45.07299270072993,13.503649635036496,85.03649635036497,46.53284671532847,47.3905109489051,49.28832116788322
94806,Richmond,Contra Costa County,52.53649635036497,0.0521262002743484,0.1764705882352941,10160.0,,,,,0.0,45.07299270072993,37.591240875912405,60.76642335766424,46.53284671532847,47.3448905109489,52.53649635036497
94609,Oakland,Alameda County,61.843065693430646,0.0833724532907708,0.0909090909090909,7162.0,,,,,0.0,45.07299270072993,64.23357664233576,34.12408759124087,46.53284671532847,47.3448905109489,61.843065693430646
94501,Alameda,Alameda County,61.95255474452554,0.0799503563135559,0.0975609756097561,14634.0,,,,,0.0,45.07299270072993,62.77372262773723,35.21897810218978,46.53284671532847,47.253649635036496,61.95255474452554
94402,San Mateo,San Mateo County,56.240875912408754,0.0613521294549786,0.1481481481481481,3721.0,,,,,0.0,45.07299270072993,48.175182481751825,49.27007299270073,46.53284671532847,47.11678832116788,56.240875912408754
95472,Sebastopol,Sonoma County,43.79562043795621,0.0902424294711414,0.064516129032258,3278.0,,,,,0.0,45.07299270072993,66.05839416058394,31.386861313868614,46.53284671532847,47.11678832116788,43.79562043795621
94528,Diablo,Contra Costa County,35.92153284671533,0.1652173913043478,,0.0,,,,,0.0,45.07299270072993,84.30656934306569,13.138686131386862,46.53284671532847,47.116788321167874,35.92153284671533
94304,,Santa Clara County,60.31934306569343,0.1626535626535626,,1579.0,,,,,0.0,45.07299270072993,83.57664233576642,13.138686131386862,46.53284671532847,46.934306569343065,60.31934306569343
94024,Los Altos,Santa Clara County,48.33029197080292,0.0582727608722434,0.1555555555555555,978.0,,,,,0.0,45.07299270072993,44.16058394160584,52.55474452554745,46.53284671532847,46.934306569343065,48.33029197080292
94945,Novato,Marin County,47.42700729927007,0.0238620689655172,0.25,1951.0,,,,,0.0,45.07299270072993,7.664233576642336,88.6861313868613,46.53284671532847,46.843065693430646,47.42700729927007
94801,Richmond,Contra Costa County,51.56934306569343,0.0658700375271578,0.1272727272727272,5463.0,,,,,0.0,45.07299270072993,52.919708029197075,43.06569343065693,46.53284671532847,46.75182481751824,51.56934306569343
94305,Stanford,Santa Clara County,51.19525547445256,0.1550083939563514,,2622.0,,,,,0.0,45.07299270072993,82.84671532846716,13.138686131386862,46.53284671532847,46.75182481751824,51.19525547445256
94612,Oakland,Alameda County,53.63138686131387,0.1445588532202705,,8891.0,,,,,0.0,45.07299270072993,82.11678832116789,13.138686131386862,46.53284671532847,46.56934306569343,53.63138686131387
94605,Oakland,Alameda County,49.11496350364964,0.0584188363679497,0.1512605042016806,6625.0,,,,,0.0,45.07299270072993,44.52554744525548,50.72992700729927,46.53284671532847,46.569343065693424,49.11496350364964
94705,Berkeley,Alameda County,66.95255474452554,0.0905356837241143,0.037037037037037,2455.0,,,,,0.0,45.07299270072993,66.42335766423358,28.467153284671532,46.53284671532847,46.47810218978102,66.95255474452554
94586,Sunol,Alameda County,36.541970802919714,0.1393188854489164,,56.0,,,,,0.0,45.07299270072993,81.75182481751825,13.138686131386862,46.53284671532847,46.47810218978102,36.541970802919714
95439,Fulton,Sonoma County,42.89233576642336,0.1390977443609022,,28.0,,,,,0.0,45.07299270072993,81.38686131386861,13.138686131386862,46.53284671532847,46.38686131386861,42.89233576642336
94037,Moss Beach,San Mateo County,43.07481751824818,0.1364956437560503,,104.0,,,,,0.0,45.07299270072993,81.02189781021897,13.138686131386862,46.53284671532847,46.2956204379562,43.07481751824818
94709,Berkeley,Alameda County,53.941605839416056,0.1352021357742181,,3814.0,,,,,0.0,45.07299270072993,80.65693430656934,13.138686131386862,46.53284671532847,46.20437956204379,53.941605839416056
95037,Morgan Hill,Santa Clara County,51.35036496350365,0.034563738182694,0.2076923076923077,4683.0,,,,,0.0,45.07299270072993,18.613138686131386,75.0,46.53284671532847,46.15875912408759,51.35036496350365
95032,Los Gatos,Santa Clara County,60.45620437956205,0.0465629800307219,0.1728395061728395,3713.0,,,,,0.0,45.07299270072993,33.941605839416056,58.75912408759124,46.53284671532847,45.93065693430656,60.45620437956205
94551,Livermore,Alameda County,41.02189781021898,0.016206313416009,0.2452830188679245,4209.0,,,,,0.0,45.07299270072993,4.744525547445255,87.59124087591242,46.53284671532847,45.83941605839416,41.02189781021898
94952,Petaluma,Sonoma County,54.03284671532847,0.0598303101228788,0.1363636363636363,5548.0,,,,,0.0,45.07299270072993,47.08029197080292,45.25547445255474,46.53284671532847,45.83941605839416,54.03284671532847
95436,Forestville,Sonoma County,30.802919708029197,0.1229440789473684,,758.0,,,,,0.0,45.07299270072993,78.83211678832117,13.138686131386862,46.53284671532847,45.748175182481745,30.802919708029197
94080,South San Francisco,San Mateo County,50.191605839416056,0.0473447344734473,0.1688311688311688,8530.0,,,,,0.0,45.07299270072993,35.03649635036496,56.934306569343065,46.53284671532847,45.748175182481745,50.191605839416056
95123,San Jose,Santa Clara County,46.95255474452555,0.0317262053459905,0.2105263157894736,9531.0,,,,,0.0,45.07299270072993,15.328467153284672,76.45985401459853,46.53284671532847,45.70255474452554,46.95255474452555
94041,Mountain View,Santa Clara County,67.81934306569342,0.122158651615896,,4403.0,,,,,0.0,45.07299270072993,78.1021897810219,13.138686131386862,46.53284671532847,45.565693430656935,67.81934306569342
95124,San Jose,Santa Clara County,46.77007299270073,0.0318035426731078,0.208,4657.0,,,,,0.0,45.07299270072993,15.693430656934307,75.54744525547446,46.53284671532847,45.565693430656935,46.77007299270073
94545,Hayward,Alameda County,35.98540145985401,0.046275057345168,0.1707317073170731,2829.0,,,,,0.0,45.07299270072993,33.57664233576642,57.66423357664233,46.53284671532847,45.56569343065693,35.98540145985401
95132,San Jose,Santa Clara County,41.779197080291965,0.0309697774825639,0.2105263157894736,3173.0,,,,,0.0,45.07299270072993,13.86861313868613,76.45985401459853,46.53284671532847,45.33759124087591,41.779197080291965
94521,Concord,Contra Costa County,46.67883211678832,0.0264939083349448,0.2241379310344827,3992.0,,,,,0.0,45.07299270072993,9.854014598540147,80.1094890510949,46.53284671532847,45.246350364963504,46.67883211678832
95050,Santa Clara,Santa Clara County,61.24087591240876,0.065969481715338,0.1,9482.0,,,,,0.0,45.07299270072993,53.64963503649635,36.31386861313868,46.53284671532847,45.2463503649635,61.24087591240876
94618,Oakland,Alameda County,69.34306569343066,0.0594565509819747,0.1290322580645161,2630.0,,,,,0.0,45.07299270072993,45.98540145985402,43.97810218978102,46.53284671532847,45.2463503649635,69.34306569343066
94596,Walnut Creek,Contra Costa County,67.2080291970803,0.0415347364499906,0.1780821917808219,5899.0,,,,,0.0,45.07299270072993,27.73722627737226,62.04379562043796,46.53284671532847,45.200729927007295,67.2080291970803
94018,Half Moon Bay,San Mateo County,40.72080291970803,0.1134699853587115,,277.0,,,,,0.0,45.07299270072993,76.64233576642336,13.138686131386862,46.53284671532847,45.200729927007295,40.72080291970803
95135,San Jose,Santa Clara County,37.22627737226277,0.0328694499668654,0.2045454545454545,942.0,,,,,0.0,45.07299270072993,16.423357664233578,73.17518248175182,46.53284671532847,45.155109489051085,37.22627737226277
94903,San Rafael,Marin County,51.91605839416059,0.0401364965875853,0.1829268292682926,4331.0,,,,,0.0,45.07299270072993,25.547445255474454,63.868613138686136,46.53284671532847,45.10948905109489,51.91605839416059
94005,Brisbane,San Mateo County,49.808394160583944,0.1125131440588853,,633.0,,,,,0.0,45.07299270072993,76.27737226277372,13.138686131386862,46.53284671532847,45.10948905109488,49.808394160583944
94957,Ross,Marin County,49.0602189781022,0.1123595505617977,,131.0,,,,,0.0,45.07299270072993,75.91240875912408,13.138686131386862,46.53284671532847,45.01824817518248,49.0602189781022
94507,Alamo,Contra Costa County,39.38868613138686,0.0736968244457759,0.0416666666666666,405.0,,,,,0.0,45.07299270072993,59.12408759124088,29.1970802919708,46.53284671532847,44.83576642335766,39.38868613138686
95122,San Jose,Santa Clara County,47.44525547445255,0.0390410388745525,0.1842105263157894,5934.0,,,,,0.0,45.07299270072993,24.087591240875913,64.23357664233576,46.53284671532847,44.835766423357654,47.44525547445255
94541,Hayward,Alameda County,50.93065693430656,0.0597823612439102,0.12,11809.0,,,,,0.0,45.07299270072993,46.715328467153284,41.24087591240876,46.53284671532847,44.74452554744525,50.93065693430656
94519,Concord,Contra Costa County,45.58394160583942,0.0623671155209071,0.1081081081081081,2196.0,,,,,0.0,45.07299270072993,49.63503649635037,38.32116788321168,46.53284671532847,44.74452554744525,45.58394160583942
94578,San Leandro,Alameda County,55.87591240875912,0.0622837370242214,0.1111111111111111,8314.0,,,,,0.0,45.07299270072993,48.9051094890511,39.05109489051095,46.53284671532847,44.74452554744525,55.87591240875912
94803,Richmond,Contra Costa County,43.98722627737226,0.0472575644178338,0.1568627450980392,2737.0,,,,,0.0,45.07299270072993,34.67153284671533,52.919708029197075,46.53284671532847,44.65328467153284,43.98722627737226
95121,San Jose,Santa Clara County,33.92335766423358,0.0168905168905168,0.2258064516129032,2477.0,,,,,0.0,45.07299270072993,5.474452554744526,81.56934306569343,46.53284671532847,44.51642335766423,33.92335766423358
94973,Woodacre,Marin County,40.666058394160586,0.1036682615629984,,77.0,,,,,0.0,45.07299270072993,72.99270072992701,13.138686131386862,46.53284671532847,44.28832116788321,40.666058394160586
95136,San Jose,Santa Clara County,50.85766423357665,0.029156521196229,0.2043010752688172,6864.0,,,,,0.0,45.07299270072993,12.773722627737227,72.62773722627736,46.53284671532847,44.10583941605839,50.85766423357665
94565,Pittsburg,Contra Costa County,44.14233576642335,0.0342621742916471,0.1923076923076923,12301.0,,,,,0.0,45.07299270072993,17.51824817518248,67.33576642335767,46.53284671532847,43.96897810218978,44.14233576642335
94703,Berkeley,Alameda County,54.71715328467153,0.1026501978654514,,5127.0,,,,,0.0,45.07299270072993,71.53284671532847,13.138686131386862,46.53284671532847,43.92335766423358,54.71715328467153
94582,San Ramon,Contra Costa County,49.85401459854014,0.0224295600593178,0.2150537634408602,4880.0,,,,,0.0,45.07299270072993,7.2992700729927,77.37226277372264,46.53284671532847,43.92335766423358,49.85401459854014
94702,Berkeley,Alameda County,58.503649635036496,0.1020463112547119,,3815.0,,,,,0.0,45.07299270072993,71.16788321167883,13.138686131386862,46.53284671532847,43.83211678832116,58.503649635036496
94585,Suisun City,Solano County,49.01459854014598,0.0279532042654519,0.2040816326530612,3690.0,,,,,0.0,45.07299270072993,11.678832116788321,72.08029197080292,46.53284671532847,43.69525547445255,49.01459854014598
94805,Richmond,Contra Costa County,48.64963503649635,0.0658725861757805,0.05,1763.0,,,,,0.0,45.07299270072993,53.284671532846716,30.29197080291971,46.53284671532847,43.64963503649635,48.64963503649635
94087,Sunnyvale,Santa Clara County,68.21167883211679,0.0455894516615579,0.1486486486486486,8891.0,,,,,0.0,45.07299270072993,32.846715328467155,49.63503649635037,46.53284671532847,43.37591240875912,68.21167883211679
94901,San Rafael,Marin County,61.2043795620438,0.050381385808602,0.1296296296296296,7648.0,,,,,0.0,45.07299270072993,36.496350364963504,44.70802919708029,46.53284671532847,43.05656934306569,61.2043795620438
94561,Oakley,Contra Costa County,47.93795620437957,0.036544603728738,0.1759259259259259,3149.0,,,,,0.0,45.07299270072993,20.802919708029197,60.21897810218978,46.53284671532847,43.01094890510949,47.93795620437957
94502,Alameda,Alameda County,44.01459854014599,0.0454357703428335,0.1463414634146341,775.0,,,,,0.0,45.07299270072993,32.11678832116788,47.99270072992701,46.53284671532847,42.78284671532846,44.01459854014599
94710,Berkeley,Alameda County,58.57664233576642,0.0909090909090909,,2341.0,,,,,0.0,45.07299270072993,66.78832116788321,13.138686131386862,46.53284671532847,42.73722627737226,58.57664233576642
95401,Santa Rosa,Sonoma County,56.368613138686136,0.0372021634263996,0.1666666666666666,5855.0,,,,,0.0,45.07299270072993,22.62773722627737,56.38686131386861,46.53284671532847,42.50912408759123,56.368613138686136
94070,San Carlos,San Mateo County,67.60948905109488,0.055216306871936,0.1076923076923077,3474.0,,,,,0.0,45.07299270072993,40.87591240875913,37.95620437956204,46.53284671532847,42.46350364963503,67.60948905109488
94549,Lafayette,Contra Costa County,59.47080291970803,0.0496992407060447,0.125,2520.0,,,,,0.0,45.07299270072993,36.13138686131387,42.33576642335766,46.53284671532847,42.372262773722625,59.47080291970803
95120,San Jose,Santa Clara County,45.85766423357664,0.0325895007224273,0.1777777777777777,1378.0,,,,,0.0,45.07299270072993,16.05839416058394,61.67883211678832,46.53284671532847,42.18978102189781,45.85766423357664
95425,Cloverdale,Sonoma County,57.22627737226277,0.0272665303340149,0.1891891891891892,1342.0,,,,,0.0,45.07299270072993,11.313868613138686,66.42335766423358,46.53284671532847,42.1897810218978,57.22627737226277
94611,Piedmont,Alameda County,67.20802919708028,0.0550091681946991,0.102803738317757,7039.0,,,,,0.0,45.07299270072993,40.14598540145985,36.86131386861314,46.53284671532847,42.00729927007299,67.20802919708028
94520,Concord,Contra Costa County,56.4963503649635,0.01487826871055,0.2063492063492063,8591.0,,,,,0.0,45.07299270072993,2.9197080291970803,74.08759124087592,46.53284671532847,42.00729927007299,56.4963503649635
94708,Berkeley,Alameda County,48.330291970802925,0.0807836231565045,0.0,654.0,,,,,0.0,45.07299270072993,63.138686131386855,13.138686131386862,46.53284671532847,41.82481751824817,48.330291970802925
95133,San Jose,Santa Clara County,54.97262773722629,0.016803006853858,0.203125,3689.0,,,,,0.0,45.07299270072993,5.109489051094891,71.16788321167883,46.53284671532847,41.82481751824817,54.97262773722629
94564,Pinole,Contra Costa County,40.565693430656935,0.060878537735849,0.0357142857142857,1898.0,,,,,0.0,45.07299270072993,47.81021897810219,28.102189781021895,46.53284671532847,41.73357664233576,40.565693430656935
94517,Clayton,Contra Costa County,37.55474452554745,0.0127041742286751,0.2058823529411764,371.0,,,,,0.0,45.07299270072993,1.824817518248175,73.72262773722628,46.53284671532847,41.64233576642336,37.55474452554745
94506,Danville,Contra Costa County,42.5,0.013570730648138,0.2045454545454545,1066.0,,,,,0.0,45.07299270072993,2.18978102189781,73.17518248175182,46.53284671532847,41.59671532846715,42.5
95035,Milpitas,Santa Clara County,55.91240875912409,0.0350124606773705,0.1634615384615384,9631.0,,,,,0.0,45.07299270072993,19.708029197080293,55.1094890510949,46.53284671532847,41.459854014598534,55.91240875912409
94063,Redwood City,San Mateo County,54.31569343065693,0.0769441152338408,,7468.0,,,,,0.0,45.07299270072993,61.31386861313869,13.138686131386862,46.53284671532847,41.36861313868613,54.31569343065693
95138,,Santa Clara County,46.770072992700726,0.0214784320744585,0.1923076923076923,883.0,,,,,0.0,45.07299270072993,6.934306569343065,67.33576642335767,46.53284671532847,41.32299270072993,46.770072992700726
94954,Petaluma,Sonoma County,44.507299270073,0.0159688953690203,0.2,5021.0,,,,,0.0,45.07299270072993,4.37956204379562,69.8905109489051,46.53284671532847,41.32299270072992,44.507299270073
94533,Fairfield,Solano County,54.981751824817515,0.0374695863746958,0.1506024096385542,11063.0,,,,,0.0,45.07299270072993,22.99270072992701,50.36496350364964,46.53284671532847,41.0948905109489,54.981751824817515
95131,San Jose,Santa Clara County,56.706204379562045,0.0297313922493336,0.175438596491228,3591.0,,,,,0.0,45.07299270072993,13.138686131386862,59.67153284671532,46.53284671532847,40.958029197080286,56.706204379562045
94804,Richmond,Contra Costa County,56.93430656934307,0.0400459858210385,0.144927536231884,8212.0,,,,,0.0,45.07299270072993,24.817518248175183,47.08029197080292,46.53284671532847,40.72992700729927,56.93430656934307
94546,Castro Valley,Alameda County,53.7956204379562,0.0335283386802541,0.1594202898550724,5450.0,,,,,0.0,45.07299270072993,17.153284671532848,53.64963503649635,46.53284671532847,40.45620437956204,53.7956204379562
94706,Albany,Alameda County,68.23905109489051,0.0527938818305168,0.0666666666666666,3975.0,,,,,0.0,45.07299270072993,38.68613138686132,31.934306569343068,46.53284671532847,40.410583941605836,68.23905109489051
94946,Nicasio,Marin County,42.80109489051095,0.0716723549488054,,71.0,,,,,0.0,45.07299270072993,57.299270072992705,13.138686131386862,46.53284671532847,40.36496350364963,42.80109489051095
94065,Redwood City,San Mateo County,58.61313868613138,0.0450740502253702,0.108695652173913,1676.0,,,,,0.0,45.07299270072993,31.751824817518248,38.68613138686132,46.53284671532847,40.36496350364963,58.61313868613138
94544,Hayward,Alameda County,55.60218978102189,0.0414175548046096,0.1263157894736842,10901.0,,,,,0.0,45.07299270072993,27.00729927007299,42.700729927007295,46.53284671532847,40.18248175182481,55.60218978102189
94044,Pacifica,San Mateo County,49.67153284671533,0.0310372016342914,0.1538461538461538,4409.0,,,,,0.0,45.07299270072993,14.233576642335766,51.64233576642335,46.53284671532847,39.224452554744516,49.67153284671533
94597,Walnut Creek,Contra Costa County,68.13868613138685,0.0330184267140585,0.1475409836065573,5541.0,,,,,0.0,45.07299270072993,16.78832116788321,48.722627737226276,46.53284671532847,39.13321167883211,68.13868613138685
94951,Penngrove,Sonoma County,46.97992700729927,0.0653950953678474,,446.0,,,,,0.0,45.07299270072993,51.82481751824818,13.138686131386862,46.53284671532847,38.996350364963504,46.97992700729927
95148,San Jose,Santa Clara County,47.308394160583944,0.0247628640980441,0.1666666666666666,2419.0,,,,,0.0,45.07299270072993,8.394160583941606,56.38686131386861,46.53284671532847,38.950729927007295,47.308394160583944
94592,Vallejo,Solano County,34.24270072992701,0.0639810426540284,,47.0,,,,,0.0,45.07299270072993,50.72992700729927,13.138686131386862,46.53284671532847,38.722627737226276,34.24270072992701
94904,Kentfield,Marin County,62.518248175182485,0.0414096916299559,0.0975609756097561,2108.0,,,,,0.0,45.07299270072993,26.642335766423358,35.21897810218978,46.53284671532847,38.22080291970803,62.518248175182485
94925,Corte Madera,Marin County,66.55109489051094,0.01988565746955,0.1538461538461538,1226.0,,,,,0.0,45.07299270072993,6.204379562043796,51.64233576642335,46.53284671532847,37.217153284671525,66.55109489051094
95130,San Jose,Santa Clara County,65.70255474452554,0.0580659244706396,,1797.0,,,,,0.0,45.07299270072993,43.43065693430657,13.138686131386862,46.53284671532847,36.8978102189781,65.70255474452554
94525,Crockett,Contra Costa County,37.24452554744525,0.0569395017793594,,737.0,,,,,0.0,45.07299270072993,42.700729927007295,13.138686131386862,46.53284671532847,36.71532846715328,37.24452554744525
94707,Berkeley,Alameda County,55.95802919708029,0.0367078825347758,0.0909090909090909,737.0,,,,,0.0,45.07299270072993,21.532846715328464,34.12408759124087,46.53284671532847,36.669708029197075,55.95802919708029
94509,Antioch,Contra Costa County,50.018248175182485,0.0285763619096952,0.1287878787878787,10309.0,,,,,0.0,45.07299270072993,12.043795620437956,43.43065693430657,46.53284671532847,36.62408759124087,50.018248175182485
95046,San Martin,Santa Clara County,46.61496350364963,0.0551310043668122,,500.0,,,,,0.0,45.07299270072993,40.51094890510949,13.138686131386862,46.53284671532847,36.16788321167883,46.61496350364963
95002,San Jose,Santa Clara County,35.22810218978102,0.0536044362292051,,206.0,,,,,0.0,45.07299270072993,39.416058394160586,13.138686131386862,46.53284671532847,35.894160583941606,35.22810218978102
94530,El Cerrito,Contra Costa County,58.92335766423358,0.0531797235023041,0.0,4759.0,,,,,0.0,45.07299270072993,39.05109489051095,13.138686131386862,46.53284671532847,35.802919708029194,58.92335766423358
94598,Walnut Creek,Contra Costa County,57.84671532846715,0.0174279421622139,0.1058823529411764,2639.0,,,,,0.0,45.07299270072993,5.839416058394161,37.591240875912405,46.53284671532847,33.613138686131386,57.84671532846715
94933,Lagunitas,Marin County,44.93613138686132,0.042016806722689,,193.0,,,,,0.0,45.07299270072993,28.467153284671532,13.138686131386862,46.53284671532847,33.15693430656934,44.93613138686132
94580,San Lorenzo,Alameda County,44.82664233576643,0.0271225071225071,0.0333333333333333,2161.0,,,,,0.0,45.07299270072993,10.948905109489052,27.73722627737226,46.53284671532847,32.427007299270066,44.82664233576643
94931,Cotati,Sonoma County,62.8102189781022,0.0396510705789056,,1505.0,,,,,0.0,45.07299270072993,24.45255474452555,13.138686131386862,46.53284671532847,32.153284671532845,62.8102189781022
94579,San Leandro,Alameda County,38.759124087591246,0.0361208074062832,,1571.0,,,,,0.0,45.07299270072993,20.072992700729927,13.138686131386862,46.53284671532847,31.05839416058394,38.759124087591246
94038,Moss Beach,San Mateo County,41.94343065693431,0.0349586016559337,,71.0,,,,,0.0,45.07299270072993,19.34306569343066,13.138686131386862,46.53284671532847,30.875912408759124,41.94343065693431
94572,Rodeo,Contra Costa County,54.06934306569343,0.0265922521339461,,1298.0,,,,,0.0,45.07299270072993,10.218978102189782,13.138686131386862,46.53284671532847,28.594890510948904,54.06934306569343
94514,Byron,Contra Costa County,43.40328467153285,0.0244328097731239,,194.0,,,,,0.0,45.07299270072993,8.02919708029197,13.138686131386862,46.53284671532847,28.04744525547445,43.40328467153285
95119,San Jose,Santa Clara County,47.153284671532845,0.0152403282532239,,906.0,,,,,0.0,45.07299270072993,3.64963503649635,13.138686131386862,46.53284671532847,26.952554744525546,47.153284671532845
94552,Castro Valley,Alameda County,41.177007299270066,0.0150210294412177,,376.0,,,,,0.0,45.07299270072993,3.2846715328467155,13.138686131386862,46.53284671532847,26.861313868613138,41.177007299270066
95139,San Jose,Santa Clara County,47.308394160583944,0.0141110065851364,,519.0,,,,,0.0,45.07299270072993,2.5547445255474455,13.138686131386862,46.53284671532847,26.67883211678832,47.308394160583944
95433,Sonoma,Sonoma County,47.46350364963504,,,,,,,,0.0,45.07299270072993,0.7299270072992701,13.138686131386862,46.53284671532847,26.222627737226276,47.46350364963504
